country,year,infant_mortality,life_expectancy,fertility,population,gdp,continent,region
United States,1990,9.4,75.4,2.07,252847810,7063943223309,Americas,Northern America
Uruguay,1990,20.3,73,2.52,3109987,16335149465,Americas,South America
Venezuela,1990,24.7,72.5,3.45,19861959,95263870747,Americas,South America
Antigua and Barbuda,1991,22.6,73.6,2.07,62412,600034493.1,Americas,Caribbean
Argentina,1991,23.6,72.7,2.96,33193920,205294219094,Americas,South America
Aruba,1991,NA,73.51,2.22,64623,1193642719,Americas,Caribbean
Bahamas,1991,18.8,68.9,2.63,261117,4901107868,Americas,Caribbean
Barbados,1991,15.4,73.2,1.73,261281,2134241585,Americas,Caribbean
Belize,1991,30.4,71.2,4.44,191127,517457662.4,Americas,Central America
Bolivia,1991,82.9,62.2,4.87,6992521,6106538030,Americas,South America
Brazil,1991,48.9,68.1,2.72,152916852,509359093915,Americas,South America
Canada,1991,6.6,77.6,1.71,28014102,532270264643,Americas,Northern America
Chile,1991,14.8,74.1,2.6,13354054,43679935489,Americas,South America
Colombia,1991,28.2,71.1,3.06,34916770,78950382026,Americas,South America
Costa Rica,1991,14,76.5,3.09,3175654,9824359311,Americas,Central America
Cuba,1991,9.8,74.8,1.72,10664577,31518380977,Americas,Caribbean
Dominican Republic,1991,44.9,72.2,3.4,7325622,13440845833,Americas,Caribbean
Ecuador,1991,42.3,71.4,3.67,10460988,14023015720,Americas,South America
El Salvador,1991,43.8,68.1,3.86,5321576,8672159451,Americas,Central America
Greenland,1991,NA,65.1,2.42,55786,894877541,Americas,Northern America
Grenada,1991,17.4,70.2,3.7,96455,353609713.3,Americas,Caribbean
Guatemala,1991,57.3,64,5.53,9385000,13359226869,Americas,Central America
Guyana,1991,45.5,64.3,2.47,717502,468606577.7,Americas,South America
Haiti,1991,98.4,54.4,5.32,7243391,3734792700,Americas,Caribbean
Honduras,1991,43.3,70.3,5.05,5041050,5309744577,Americas,Central America
Jamaica,1991,24.7,74.9,2.9,2403082,7916205968,Americas,Caribbean
Mexico,1991,35.4,71.9,3.29,87347208,430776972106,Americas,Central America
Nicaragua,1991,49,73.7,4.64,4236805,2815121711,Americas,Central America
Panama,1991,25.1,75,3.02,2522901,7759882802,Americas,Central America
Paraguay,1991,35.9,74.2,4.45,4323402,6073964811,Americas,South America
Peru,1991,53.7,69.2,3.72,22283130,36871793989,Americas,South America
Puerto Rico,1991,NA,73.8,2.2,3551582,42003209981,Americas,Caribbean
St. Lucia,1991,18.3,70.4,3.3,140159,544218686.4,Americas,Caribbean
St. Vincent and the Grenadines,1991,19.6,69.7,2.91,107811,293575213.2,Americas,Caribbean
Suriname,1991,39.7,69.9,2.67,416068,857156435.7,Americas,South America
Trinidad and Tobago,1991,26.5,69.3,2.34,1229906,6130454892,Americas,Caribbean
United States,1991,9.1,75.5,2.06,255367160,7045490705407,Americas,Northern America
Uruguay,1991,19.6,72.6,2.51,3132048,16913219122,Americas,South America
Venezuela,1991,23.9,72.4,3.37,20332247,104532938619,Americas,South America
Antigua and Barbuda,1992,21.5,73.5,2.1,63434,605123888.1,Americas,Caribbean
Argentina,1992,22.8,72.8,2.92,33655149,229807939326,Americas,South America
Aruba,1992,NA,73.54,2.19,68235,1241360073,Americas,Caribbean
Bahamas,1992,18,69.2,2.62,266133,4713611932,Americas,Caribbean
Barbados,1992,14.9,73.2,1.73,262184,2027982064,Americas,Caribbean
Belize,1992,28.8,71.1,4.36,194321,579737611.1,Americas,Central America
Bolivia,1992,80.2,62.7,4.81,7131699,6207082181,Americas,South America
Brazil,1992,46.8,68.3,2.64,155379009,506980820289,Americas,South America
Canada,1992,6.4,77.7,1.71,28353843,536928652927,Americas,Northern America
Chile,1992,13.7,75,2.56,13566942,49042927669,Americas,South America
Colombia,1992,27.4,71.1,3.01,35558683,82923700136,Americas,South America
Costa Rica,1992,13.7,76.6,3,3257463,10723486281,Americas,Central America
Cuba,1992,9.3,74.7,1.68,10735775,27868362412,Americas,Caribbean
Dominican Republic,1992,43.3,72.5,3.33,7468551,14853906416,Americas,Caribbean
Ecuador,1992,40.5,71.7,3.58,10705670,14235121581,Americas,South America
El Salvador,1992,41.7,68.9,3.78,5392142,9326459854,Americas,Central America
Greenland,1992,NA,65.5,2.61,55854,849134084.7,Americas,Northern America
Grenada,1992,16.7,70.2,3.55,97201,352561518.2,Americas,Caribbean
Guatemala,1992,55,63.8,5.47,9619113,14005591526,Americas,Central America
Guyana,1992,44.5,64.5,2.47,717621,505305251.9,Americas,South America
Haiti,1992,95.8,54.9,5.21,7386974,3536477718,Americas,Caribbean
Honduras,1992,41.5,70.1,4.95,5179557,5608380316,Americas,Central America
Jamaica,1992,24,74.9,2.86,2422783,8071010741,Americas,Caribbean
Mexico,1992,33.7,72.1,3.2,89110043,446408398242,Americas,Central America
Nicaragua,1992,47.1,73.6,4.52,4331273,2825973080,Americas,Central America
Panama,1992,24.6,75,2.98,2575330,8396323560,Americas,Central America
Paraguay,1992,34.8,74.1,4.36,4432738,6281869444,Americas,South America
Peru,1992,51,69.5,3.62,22737056,36713699866,Americas,South America
Puerto Rico,1992,NA,73.7,2.18,3586848,43920097566,Americas,Caribbean
St. Lucia,1992,18,70.5,3.2,141934,582432186.3,Americas,Caribbean
St. Vincent and the Grenadines,1992,19.2,69.7,2.86,108001,315662581.4,Americas,Caribbean
Suriname,1992,38.6,69.8,2.64,423572,855438256.9,Americas,South America
Trinidad and Tobago,1992,26.2,69.2,2.23,1237486,6029472932,Americas,Caribbean
United States,1992,8.8,75.8,2.04,257908206,7285373438130,Americas,Northern America
Uruguay,1992,19.1,73.2,2.49,3154853,18254706049,Americas,South America
Venezuela,1992,23.3,72.4,3.29,20799471,110868129422,Americas,South America
Antigua and Barbuda,1993,20.3,73.4,2.13,64868,637740684.1,Americas,Caribbean
Argentina,1993,22.1,73.1,2.88,34110912,243382509293,Americas,South America
Aruba,1993,NA,73.57,2.15,72498,1291009346,Americas,Caribbean
Bahamas,1993,17.2,69.7,2.6,271165,4728120733,Americas,Caribbean
Barbados,1993,14.5,73.1,1.73,263091,2048027019,Americas,Caribbean
Belize,1993,27.4,70.8,4.29,197615,616125222.7,Americas,Central America
Bolivia,1993,77.5,63.2,4.74,7273824,6472080851,Americas,South America
Brazil,1993,44.6,68.5,2.58,157812220,530632240834,Americas,South America
Canada,1993,6.1,77.8,1.68,28680921,549484959132,Americas,Northern America
Chile,1993,12.7,75.2,2.51,13778676,52469207193,Americas,South America
Colombia,1993,26.6,71.4,2.97,36195170,84885385125,Americas,South America
Costa Rica,1993,13.5,76.6,2.92,3341005,11518491952,Americas,Central America
Cuba,1993,8.8,74.7,1.65,10797556,23722057178,Americas,Caribbean
Dominican Republic,1993,41.8,72.5,3.26,7611463,15926747835,Americas,Caribbean
Ecuador,1993,38.7,71.8,3.49,10951200,14277142988,Americas,South America
El Salvador,1993,39.7,69.3,3.7,5461834,10013804572,Americas,Central America
Greenland,1993,NA,65.9,2.58,55845,806440192.2,Americas,Northern America
Grenada,1993,16.1,70,3.4,98302,343255075.8,Americas,Caribbean
Guatemala,1993,52.7,64.2,5.4,9860063,14555609587,Americas,Central America
Guyana,1993,43.4,64.4,2.47,719910,546810206.9,Americas,South America
Haiti,1993,93.1,54.7,5.1,7530703,3344577988,Americas,Caribbean
Honduras,1993,39.9,69.9,4.85,5318042,5957784205,Americas,Central America
Jamaica,1993,23.3,74.8,2.82,2444388,8831066101,Americas,Caribbean
Mexico,1993,32,72.4,3.12,90887097,455115704021,Americas,Central America
Nicaragua,1993,45.2,73.9,4.38,4426577,2814919609,Americas,Central America
Panama,1993,24.2,75.2,2.95,2628511,8854405421,Americas,Central America
Paraguay,1993,33.8,74.1,4.27,4541902,6527603719,Americas,South America
Peru,1993,48.2,70,3.51,23184222,38463105665,Americas,South America
Puerto Rico,1993,NA,73.8,2.15,3622652,45960227806,Americas,Caribbean
St. Lucia,1993,17.7,70.7,3.09,143592,597417934.6,Americas,Caribbean
St. Vincent and the Grenadines,1993,19,69.7,2.81,108097,316159610.6,Americas,Caribbean
Suriname,1993,37.5,69.7,2.63,430901,793369048.7,Americas,South America
Trinidad and Tobago,1993,25.9,69.3,2.13,1244410,5942107678,Americas,Caribbean
United States,1993,8.5,75.7,2.02,260527420,7494649831064,Americas,Northern America
Uruguay,1993,18.9,73.2,2.46,3178156,18739833279,Americas,South America
Venezuela,1993,22.9,72.5,3.22,21263994,111173447021,Americas,South America
Antigua and Barbuda,1994,19.2,73.4,2.17,66550,678094522.4,Americas,Caribbean
Argentina,1994,21.4,73.4,2.83,34558114,257586800996,Americas,South America
Aruba,1994,NA,73.6,2.11,76700,1368477655,Americas,Caribbean
Bahamas,1994,16.3,69.5,2.57,275903,4877005299,Americas,Caribbean
Barbados,1994,14.1,73,1.72,264015,2129432330,Americas,Caribbean
Belize,1994,26.1,70.6,4.2,201678,617098317.5,Americas,Central America
Bolivia,1994,74.8,63.8,4.66,7418864,6774150097,Americas,South America
Brazil,1994,42.2,68.8,2.54,160260508,558938074183,Americas,South America
Canada,1994,6,77.9,1.69,28995822,575883371021,Americas,Northern America
Chile,1994,11.7,75.3,2.45,13987999,55464212029,Americas,South America
Colombia,1994,25.8,71.6,2.92,36823539,89839136187,Americas,South America
Costa Rica,1994,13.2,76.7,2.84,3425692,12063270098,Americas,Central America
Cuba,1994,8.6,74.8,1.63,10853435,23892127731,Americas,Caribbean
Dominican Republic,1994,40.3,72.5,3.2,7753052,16293581673,Americas,Caribbean
Ecuador,1994,36.9,72.2,3.41,11196476,14948478409,Americas,South America
El Salvador,1994,37.6,69.6,3.61,5528012,10619662926,Americas,Central America
Greenland,1994,NA,66.3,2.53,55817,854216690.9,Americas,Northern America
Grenada,1994,15.6,70.4,3.25,99403,352706288.6,Americas,Caribbean
Guatemala,1994,50.6,64.6,5.32,10106463,15142745251,Americas,Central America
Guyana,1994,42.3,64.5,2.48,723230,593416532.1,Americas,South America
Haiti,1994,90.4,55.4,5,7674911,2944879860,Americas,Caribbean
Honduras,1994,38.4,70.1,4.74,5455481,5880138960,Americas,Central America
Jamaica,1994,22.6,74.8,2.78,2466903,8953234169,Americas,Caribbean
Mexico,1994,30.4,72.7,3.04,92663664,475405936894,Americas,Central America
Nicaragua,1994,43.3,74.1,4.23,4520727,2908866342,Americas,Central America
Panama,1994,23.8,75.2,2.92,2682720,9106769057,Americas,Central America
Paraguay,1994,32.8,74,4.18,4651222,6770891593,Americas,South America
Peru,1994,45.4,70.5,3.41,23619358,43394706495,Americas,South America
Puerto Rico,1994,NA,73.1,2.12,3657368,47883790342,Americas,Caribbean
St. Lucia,1994,17.3,70.9,2.98,145262,605908337.7,Americas,Caribbean
St. Vincent and the Grenadines,1994,18.9,69.6,2.76,108129,306664532.8,Americas,Caribbean
Suriname,1994,36.5,69.8,2.65,438280,819141730.3,Americas,South America
Trinidad and Tobago,1994,25.7,69.2,2.04,1250316,6153767074,Americas,Caribbean
United States,1994,8.2,75.8,2,263301323,7803019793692,Americas,Northern America
Uruguay,1994,18.5,73.3,2.43,3201604,20104344754,Americas,South America
Venezuela,1994,22.6,72.4,3.15,21726808,108561418118,Americas,South America
Antigua and Barbuda,1995,18,73.5,2.21,68349,649771716.4,Americas,Caribbean
Argentina,1995,20.8,73.5,2.77,34994818,250257916577,Americas,South America
Aruba,1995,NA,73.62,2.06,80326,1522319480,Americas,Caribbean
Bahamas,1995,15.6,69.7,2.51,280151,5090557216,Americas,Caribbean
Barbados,1995,14,73.3,1.73,264962,2161163704,Americas,Caribbean
Belize,1995,25.1,70.5,4.11,206962,621072230.6,Americas,Central America
Bolivia,1995,72.2,64.4,4.58,7566716,7091063596,Americas,South America
Brazil,1995,39.7,69,2.5,162755054,583625429866,Americas,South America
Canada,1995,5.7,78,1.67,29299478,592056646975,Americas,Northern America
Chile,1995,11,75.4,2.39,14193986,61358713993,Americas,South America
Colombia,1995,25,72,2.87,37441980,94512961181,Americas,South America
Costa Rica,1995,13,76.8,2.76,3510925,12536256860,Americas,Central America
Cuba,1995,8.4,75,1.61,10906048,24479205339,Americas,Caribbean
Dominican Republic,1995,38.9,72.6,3.13,7892420,17188690649,Americas,Caribbean
Ecuador,1995,35.2,72.3,3.34,11440576,15210610194,Americas,South America
El Salvador,1995,35.6,70,3.53,5588743,11298815408,Americas,Central America
Greenland,1995,NA,66.5,2.51,55809,886067690.1,Americas,Northern America
Grenada,1995,15.1,70.7,3.12,100253,361537835.4,Americas,Caribbean
Guatemala,1995,48.5,66.9,5.24,10357354,15892091190,Americas,Central America
Guyana,1995,41.4,64.4,2.49,726695,623006141.6,Americas,South America
Haiti,1995,87.8,56.2,4.89,7819806,3236355467,Americas,Caribbean
Honduras,1995,36.9,70.1,4.62,5591136,6119047603,Americas,Central America
Jamaica,1995,21.9,74.7,2.74,2489540,9163631326,Americas,Caribbean
Mexico,1995,28.8,73,2.97,94426946,445845258682,Americas,Central America
Nicaragua,1995,41.4,74.4,4.06,4612229,3080833198,Americas,Central America
Panama,1995,23.5,75.3,2.9,2738125,9266290384,Americas,Central America
Paraguay,1995,31.8,74.1,4.09,4760853,7140058290,Americas,South America
Peru,1995,42.5,71.1,3.32,24038761,47130518412,Americas,South America
Puerto Rico,1995,NA,73.3,2.09,3689649,50062266271,Americas,Caribbean
St. Lucia,1995,16.9,71.1,2.87,147040,625829659.8,Americas,Caribbean
St. Vincent and the Grenadines,1995,19,69.6,2.7,108122,309736577.7,Americas,Caribbean
Suriname,1995,35.4,70.1,2.68,445830,828162168.9,Americas,South America
Trinidad and Tobago,1995,25.6,69.3,1.96,1255001,6397137667,Americas,Caribbean
United States,1995,8,75.9,1.98,266275528,8001916645307,Americas,Northern America
Uruguay,1995,18,73.4,2.4,3224807,19813314465,Americas,South America
Venezuela,1995,22.1,72.7,3.08,22188671,112851399251,Americas,South America
Antigua and Barbuda,1996,17.1,73.5,2.25,70245,693563480.7,Americas,Caribbean
Argentina,1996,20.2,73.5,2.72,35419683,264088895397,Americas,South America
Aruba,1996,NA,73.65,2.02,83195,1540994255,Americas,Caribbean
Bahamas,1996,14.8,70,2.44,283792,5305558438,Americas,Caribbean
Barbados,1996,13.9,73.7,1.73,265940,2200799782,Americas,Caribbean
Belize,1996,24.1,70.4,4.01,213674,629945630.3,Americas,Central America
Bolivia,1996,69.5,65.1,4.48,7717445,7400329012,Americas,South America
Brazil,1996,37.2,69.3,2.47,165303155,596173376608,Americas,South America
Canada,1996,5.6,78.3,1.63,29590952,601640859296,Americas,Northern America
Chile,1996,10.5,75.7,2.32,14396020,65907537053,Americas,South America
Colombia,1996,24.2,72.2,2.82,38049040,96456010347,Americas,South America
Costa Rica,1996,12.8,76.8,2.69,3596733,12647402445,Americas,Central America
Cuba,1996,8.2,75.2,1.61,10955372,26398069059,Americas,Caribbean
Dominican Republic,1996,37.6,72.6,3.07,8029114,18414479323,Americas,Caribbean
Ecuador,1996,33.6,72.5,3.27,11683480,15575792575,Americas,South America
El Salvador,1996,33.7,70.3,3.43,5643363,11491596865,Americas,Central America
Greenland,1996,NA,66.8,2.49,55832,899621306.8,Americas,Northern America
Grenada,1996,14.7,70.8,2.99,100796,376206895.9,Americas,Caribbean
Guatemala,1996,46.6,68.1,5.15,10612300,16362144271,Americas,Central America
Guyana,1996,40.5,64.3,2.51,730193,672120623.3,Americas,South America
Haiti,1996,85.1,56.7,4.78,7965548,3370238999,Americas,Caribbean
Honduras,1996,35.6,70.1,4.49,5724587,6339042644,Americas,Central America
Jamaica,1996,21.2,74.5,2.71,2512340,9153209417,Americas,Caribbean
Mexico,1996,27.3,73.3,2.9,96181710,468760936466,Americas,Central America
Nicaragua,1996,39.5,74.7,3.88,4700777,3276286557,Americas,Central America
Panama,1996,23.3,75.4,2.88,2794845,9526727264,Americas,Central America
Paraguay,1996,30.9,74.1,4.01,4870695,7168801119,Americas,South America
Peru,1996,39.7,71.7,3.23,24441076,48317368876,Americas,South America
Puerto Rico,1996,NA,73.6,2.05,3719446,51220336159,Americas,Caribbean
St. Lucia,1996,16.5,71.2,2.76,148962,659732321.6,Americas,Caribbean
St. Vincent and the Grenadines,1996,19.1,69.4,2.64,108078,313887517.3,Americas,Caribbean
Suriname,1996,34.3,70.2,2.72,453653,838686013.9,Americas,South America
Trinidad and Tobago,1996,25.5,69.3,1.9,1258365,6649611423,Americas,Caribbean
United States,1996,7.7,76.3,1.98,269483224,8304875052204,Americas,Northern America
Uruguay,1996,17.5,73.5,2.36,3248039,20918492779,Americas,South America
Venezuela,1996,21.5,73.1,3.02,22649212,112628137002,Americas,South America
Antigua and Barbuda,1997,16.2,73.9,2.28,72232,727449920.1,Americas,Caribbean
Argentina,1997,19.6,73.6,2.66,35833965,285509269184,Americas,South America
Aruba,1997,NA,73.67,1.98,85447,1660899494,Americas,Caribbean
Bahamas,1997,14.1,70.2,2.36,286968,5414971797,Americas,Caribbean
Barbados,1997,14,73.9,1.74,266944,2341534923,Americas,Caribbean
Belize,1997,23.3,69.7,3.91,221608,652278360.6,Americas,Central America
Bolivia,1997,66.8,65.6,4.39,7870860,7766956761,Americas,South America
Brazil,1997,34.8,69.6,2.45,167893835,616293863303,Americas,South America
Canada,1997,5.4,78.6,1.57,29871092,627065699653,Americas,Northern America
Chile,1997,10.2,76.2,2.25,14594070,70261111897,Americas,South America
Colombia,1997,23.4,72.8,2.78,38645409,99764734772,Americas,South America
Costa Rica,1997,12.7,77,2.62,3682725,13352898208,Americas,Central America
Cuba,1997,7.8,75.4,1.61,11000431,27133256342,Americas,Caribbean
Dominican Republic,1997,36.4,72.9,3.01,8163474,19888424784,Americas,Caribbean
Ecuador,1997,32.1,72.7,3.21,11924991,16207108486,Americas,South America
El Salvador,1997,31.8,70.8,3.32,5692300,11979528543,Americas,Central America
Greenland,1997,NA,66.9,2.69,55876,912836083.1,Americas,Northern America
Grenada,1997,14.3,70.8,2.87,101125,393545720.3,Americas,Caribbean
Guatemala,1997,44.7,67.7,5.06,10871786,17076202966,Americas,Central America
Guyana,1997,39.6,64.3,2.52,733854,713973227.7,Americas,South America
Haiti,1997,82.4,57,4.67,8111954,3461447155,Americas,Caribbean
Honduras,1997,34.3,70.2,4.37,5855946,6655596595,Americas,Central America
Jamaica,1997,20.5,74.4,2.68,2535443,9048820737,Americas,Caribbean
Mexico,1997,25.8,73.6,2.83,97925825,500522064863,Americas,Central America
Nicaragua,1997,37.6,75,3.7,4786641,3406249572,Americas,Central America
Panama,1997,23,75.6,2.87,2852739,10142248213,Americas,Central America
Paraguay,1997,30.1,74.2,3.92,4980346,7383288950,Americas,South America
Peru,1997,36.9,72.4,3.14,24827409,51633902574,Americas,South America
Puerto Rico,1997,NA,74.5,2.01,3746634,53720073237,Americas,Caribbean
St. Lucia,1997,16.1,71.5,2.64,150994,662395345.8,Americas,Caribbean
St. Vincent and the Grenadines,1997,19.1,69.7,2.58,108001,355555287.1,Americas,Caribbean
Suriname,1997,33.3,70.2,2.75,461569,886795019.5,Americas,South America
Trinidad and Tobago,1997,25.5,69.4,1.84,1260677,6829447788,Americas,Caribbean
United States,1997,7.5,76.6,1.97,272882865,8679070823886,Americas,Northern America
Uruguay,1997,16.8,73.7,2.33,3271014,22706539276,Americas,South America
Venezuela,1997,20.8,73.6,2.97,23108003,119803598482,Americas,South America
Antigua and Barbuda,1998,15.3,74.1,2.3,74206,759513521.1,Americas,Caribbean
Argentina,1998,19.1,73.8,2.6,36241578,296501886736,Americas,South America
Aruba,1998,NA,73.7,1.94,87276,1771982430,Americas,Caribbean
Bahamas,1998,13.6,70.1,2.26,290054,5670367524,Americas,Caribbean
Barbados,1998,14.2,74.1,1.75,267949,2437827351,Americas,Caribbean
Belize,1998,22.5,69.5,3.8,230289,676679801.4,Americas,Central America
Bolivia,1998,64.1,66.3,4.3,8026257,8157584561,Americas,South America
Brazil,1998,32.4,69.9,2.43,170516482,616527313475,Americas,South America
Canada,1998,5.4,78.8,1.56,30145148,652759293179,Americas,Northern America
Chile,1998,10.1,76.6,2.19,14788609,72531163202,Americas,South America
Colombia,1998,22.6,73.1,2.73,39234059,100333178358,Americas,South America
Costa Rica,1998,12.3,77.2,2.55,3767369,14474254065,Americas,Central America
Cuba,1998,7.3,75.6,1.62,11041893,27175508484,Americas,Caribbean
Dominican Republic,1998,35.2,72.9,2.97,8296375,21282722240,Americas,Caribbean
Ecuador,1998,30.7,72.8,3.16,12163887,16549527223,Americas,South America
El Salvador,1998,30,71,3.2,5736075,12428695150,Americas,Central America
Greenland,1998,NA,67.2,2.46,55948,983653730.2,Americas,Northern America
Grenada,1998,14,70.6,2.76,101302,419291120.4,Americas,Caribbean
Guatemala,1998,43,67.7,4.97,11136814,17928907904,Americas,Central America
Guyana,1998,38.8,64.3,2.54,737316,701774515.6,Americas,South America
Haiti,1998,79.9,57.5,4.55,8258484,3537035566,Americas,Caribbean
Honduras,1998,36.8,63.9,4.24,5985675,6848714415,Americas,Central America
Jamaica,1998,19.9,74.5,2.66,2558241,8837571172,Americas,Caribbean
Mexico,1998,24.3,73.7,2.77,99632299,525080308658,Americas,Central America
Nicaragua,1998,37,73.2,3.54,4869627,3532675436,Americas,Central America
Panama,1998,22.7,75.8,2.86,2911383,10886841543,Americas,Central America
Paraguay,1998,29.3,74.2,3.84,5089306,7426066466,Americas,South America
Peru,1998,34.3,73.1,3.06,25199744,51294176779,Americas,South America
Puerto Rico,1998,NA,75.1,1.97,3769718,56690976980,Americas,Caribbean
St. Lucia,1998,15.8,71.7,2.53,153066,704478316.3,Americas,Caribbean
St. Vincent and the Grenadines,1998,19.2,69.8,2.51,107923,373955983,Americas,Caribbean
Suriname,1998,32.2,70.1,2.76,469108,900540449.7,Americas,South America
Trinidad and Tobago,1998,25.4,69.6,1.8,1262544,7360039024,Americas,Caribbean
United States,1998,7.3,76.8,2,276354096,9061073430064,Americas,Northern America
Uruguay,1998,16,74,2.3,3292134,23732622830,Americas,South America
Venezuela,1998,20,73.6,2.92,23565734,120155887146,Americas,South America
Antigua and Barbuda,1999,14.5,74,2.32,76041,790817671.3,Americas,Caribbean
Argentina,1999,18.5,73.9,2.54,36648054,286463942700,Americas,South America
Aruba,1999,NA,73.73,1.91,89004,1792653581,Americas,Caribbean
Bahamas,1999,13.2,70.1,2.17,293572,6075465948,Americas,Caribbean
Barbados,1999,14.5,74.2,1.76,268920,2501031836,Americas,Caribbean
Belize,1999,21.8,69.3,3.7,239024,736094778.7,Americas,Central America
Bolivia,1999,61.4,66.9,4.22,8182710,8192408095,Americas,South America
Brazil,1999,30.2,70.3,2.4,173153066,618073920864,Americas,South America
Canada,1999,5.3,79,1.54,30420216,688868389470,Americas,Northern America
Chile,1999,9.6,76.9,2.14,14980484,71979306357,Americas,South America
Colombia,1999,21.9,73.2,2.68,39819279,96115156245,Americas,South America
Costa Rica,1999,11.8,77.5,2.48,3848725,15664354699,Americas,Central America
Cuba,1999,6.9,75.8,1.62,11080506,28857999502,Americas,Caribbean
Dominican Republic,1999,34.2,73.2,2.93,8429116,22711932398,Americas,Caribbean
Ecuador,1999,29.5,73.1,3.11,12398691,15506997581,Americas,South America
El Salvador,1999,28.4,71.6,3.07,5775660,12857344602,Americas,Central America
Greenland,1999,NA,67.5,2.42,56049,997207346.9,Americas,Northern America
Grenada,1999,13.8,70.6,2.67,101441,461524207.5,Americas,Caribbean
Guatemala,1999,41.4,68.8,4.88,11408815,18618644149,Americas,Central America
Guyana,1999,37.9,64.3,2.56,740189,722616383.6,Americas,South America
Haiti,1999,77.4,58,4.43,8404396,3632985431,Americas,Caribbean
Honduras,1999,31.8,70.3,4.12,6114534,6719305567,Americas,Central America
Jamaica,1999,19.3,74.6,2.63,2579973,8930160096,Americas,Caribbean
Mexico,1999,22.9,74.1,2.71,101266570,545418010284,Americas,Central America
Nicaragua,1999,34.2,75.6,3.38,4949661,3781225303,Americas,Central America
Panama,1999,22.3,76.2,2.84,2970193,11313301599,Americas,Central America
Paraguay,1999,28.5,74.3,3.76,5196935,7316030416,Americas,South America
Peru,1999,31.8,73.9,2.99,25561297,51763072746,Americas,South America
Puerto Rico,1999,NA,75.2,1.93,3786884,59746907063,Americas,Caribbean
St. Lucia,1999,15.5,71.8,2.42,155073,721094047,Americas,Caribbean
St. Vincent and the Grenadines,1999,19.2,69.6,2.44,107879,390428641.7,Americas,Caribbean
Suriname,1999,31.2,69.9,2.76,475637,892722736.3,Americas,South America
Trinidad and Tobago,1999,25.4,69.3,1.77,1264781,7683040988,Americas,Caribbean
United States,1999,7.2,76.9,2.01,279730801,9502248293168,Americas,Northern America
Uruguay,1999,15.3,74.3,2.27,3309318,23272396923,Americas,South America
Venezuela,1999,20.2,70.2,2.87,24023355,112982030194,Americas,South America
Antigua and Barbuda,2000,13.8,73.8,2.32,77648,802526700.6,Americas,Caribbean
Argentina,2000,18,74.2,2.48,37057453,284203745280,Americas,South America
Aruba,2000,NA,73.78,1.87,90858,1858659293,Americas,Caribbean
Bahamas,2000,13,70.2,2.07,297891,6327552000,Americas,Caribbean
Barbados,2000,14.8,74,1.77,269838,2558850048,Americas,Caribbean
Belize,2000,21.1,69,3.59,247312,832072464.7,Americas,Central America
Bolivia,2000,58.8,67.6,4.14,8339512,8397858206,Americas,South America
Brazil,2000,28.1,70.7,2.36,175786441,644701831101,Americas,South America
Canada,2000,5.2,79.2,1.51,30701903,724918860683,Americas,Northern America
Chile,2000,9.2,77.3,2.09,15170387,75210511780,Americas,South America
Colombia,2000,21.2,73.3,2.64,40403959,100363791871,Americas,South America
Costa Rica,2000,11.2,77.7,2.41,3925450,15946443261,Americas,Central America
Cuba,2000,6.5,76.2,1.63,11116787,30565200000,Americas,Caribbean
Dominican Republic,2000,33.3,73.3,2.89,8562623,23996656676,Americas,Caribbean
Ecuador,2000,28.4,73.2,3.07,12628596,15941641913,Americas,South America
El Salvador,2000,26.8,71.9,2.93,5811836,13134147768,Americas,Central America
Greenland,2000,NA,67.8,2.33,56174,1068024994,Americas,Northern America
Grenada,2000,13.6,70.5,2.58,101620,519752999.7,Americas,Caribbean
Guatemala,2000,39.9,68.8,4.8,11688660,19290566570,Americas,Central America
Guyana,2000,37.2,64.2,2.59,742218,712667925.1,Americas,South America
Haiti,2000,75,58.7,4.3,8549202,3664503846,Americas,Caribbean
Honduras,2000,30.5,70.5,4,6243080,7105541205,Americas,Central America
Jamaica,2000,18.7,74.4,2.6,2600095,9008629729,Americas,Caribbean
Mexico,2000,21.6,74.6,2.66,102808590,581426421971,Americas,Central America
Nicaragua,2000,32.6,76,3.25,5026792,3936327817,Americas,Central America
Panama,2000,21.9,76.5,2.82,3028751,11620500000,Americas,Central America
Paraguay,2000,27.7,74.2,3.68,5302703,7071265939,Americas,South America
Peru,2000,29.6,74.6,2.93,25914875,53290390318,Americas,South America
Puerto Rico,2000,NA,75.6,1.9,3796981,61701800000,Americas,Caribbean
St. Lucia,2000,15.2,72,2.31,156949,721059216.7,Americas,Caribbean
St. Vincent and the Grenadines,2000,19.2,69.1,2.38,107897,397447006.7,Americas,Caribbean
Suriname,2000,30.2,69.7,2.74,480751,892164328.2,Americas,South America
Trinidad and Tobago,2000,25.3,69.5,1.75,1267980,8154315708,Americas,Caribbean
United States,2000,7.1,76.9,2.05,282895741,9898800000000,Americas,Northern America
Uruguay,2000,14.6,74.6,2.24,3321242,22823255806,Americas,South America
Venezuela,2000,18.5,73.8,2.82,24481477,117147614566,Americas,South America
Antigua and Barbuda,2001,13,74.1,2.31,78972,820275710.9,Americas,Caribbean
Argentina,2001,17.6,74.3,2.42,37471535,271673657736,Americas,South America
Aruba,2001,NA,73.85,1.85,92894,1845780110,Americas,Caribbean
Bahamas,2001,12.9,70.3,1.99,303138,6493689921,Americas,Caribbean
Barbados,2001,15.1,74.4,1.78,270686,2429524573,Americas,Caribbean
